Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Weather Conditions,Roadwork and Construction Activity
2022-03-25,Koramangala,Sarjapur Road,48929,23.285856,1.5,100,100,2,Overcast,No
2022-03-25,M.G. Road,Trinity Circle,37936,29.544474,1.5,100,100,4,Overcast,No
2022-03-25,M.G. Road,Anil Kumble Circle,53149,36.59846,1.5,100,100,0,Clear,No
2022-03-25,Jayanagar,Jayanagar 4th Block,18101,47.099793,1.0733857,63.918049,93.138813,0,Clear,No
2022-03-25,Jayanagar,South End Circle,29824,35.765181,1.5,100,100,4,Overcast,Yes
2022-03-26,Indiranagar,100 Feet Road,36650,20.831765,1.5,100,100,2,Clear,No
2022-03-26,Whitefield,Marathahalli Bridge,7366,41.400316,1.0411234,16.103079,37.762595,0,Clear,No
2022-03-26,Whitefield,ITPL Main Road,7813,66.711929,1.3161661,34.36875,37.948669,0,Fog,No
2022-03-26,Koramangala,Sony World Junction,61234,31.610319,1.5,100,100,1,Clear,No
2022-03-26,Electronic City,Hosur Road,15708,54.705475,1.1636031,52.839484,74.888748,0,Clear,No
2022-03-26,M.G. Road,Trinity Circle,43672,24.573026,1.5,100,100,5,Fog,No
2022-03-26,M.G. Road,Anil Kumble Circle,27123,33.013309,1.5,83.331814,100,1,Clear,No
2022-03-26,Jayanagar,Jayanagar 4th Block,9586,45.529611,1.1565107,30.356024,52.619017,1,Fog,No
2022-03-26,Jayanagar,South End Circle,28636,20,1.5,90.44038,100,0,Clear,No
2022-03-26,Hebbal,Hebbal Flyover,40239,33.274487,1.5,100,100,3,Fog,No
2022-03-26,Hebbal,Ballari Road,10655,63.056689,1.13977,39.620446,53.648577,0,Clear,No
2022-03-27,Indiranagar,100 Feet Road,39068,38.028953,1.5,100,100,0,Overcast,No
2022-03-27,Indiranagar,CMH Road,34896,42.661776,1.5,100,100,1,Clear,No
2022-03-27,Whitefield,Marathahalli Bridge,22005,43.789246,1.1957323,79.616867,100,0,Overcast,No
2022-03-27,Koramangala,Sarjapur Road,44144,44.575178,1.5,100,100,1,Clear,No
2022-03-27,Electronic City,Silk Board Junction,5055,51.55884,1.3578856,25.422127,30.033933,1,Clear,No
2022-03-27,M.G. Road,Trinity Circle,12548,60.330688,1.3982197,33.771751,66.296277,0,Clear,No
2022-03-27,M.G. Road,Anil Kumble Circle,48562,41.793732,1.5,100,100,3,Clear,No
2022-03-27,Jayanagar,Jayanagar 4th Block,41662,45.209796,1.5,100,100,1,Clear,Yes
2022-03-27,Yeshwanthpur,Yeshwanthpur Circle,18575,49.803512,1.2599163,53.598869,89.688259,0,Clear,No
2022-03-28,Indiranagar,100 Feet Road,34038,38.838236,1.5,100,100,0,Clear,No
2022-03-28,Indiranagar,CMH Road,22423,34.420633,1.3846316,76.312798,100,2,Clear,No
2022-03-28,Whitefield,Marathahalli Bridge,21453,31.913159,1.0377251,70.072561,100,5,Fog,No
2022-03-28,M.G. Road,Trinity Circle,45322,42.121867,1.5,100,100,4,Clear,No
2022-03-28,M.G. Road,Anil Kumble Circle,36929,33.891605,1.5,100,100,0,Fog,No
2022-03-28,Jayanagar,Jayanagar 4th Block,31168,42.613486,1.5,100,100,2,Clear,No
2022-03-28,Jayanagar,South End Circle,41320,26.125846,1.5,100,100,1,Overcast,No
2022-03-28,Yeshwanthpur,Tumkur Road,20758,47.974007,1.1486292,63.093938,99.933231,1,Overcast,No
2022-03-29,Indiranagar,100 Feet Road,46778,45.104419,1.5,100,100,2,Clear,Yes
2022-03-29,Indiranagar,CMH Road,25636,31.202842,1.5,90.378655,100,0,Clear,No
2022-03-29,Whitefield,ITPL Main Road,23896,39.887405,1.3541131,76.885139,100,3,Windy,No
2022-03-29,Electronic City,Silk Board Junction,14687,28.212772,1.1443227,55.483851,72.956391,0,Rain,No
2022-03-29,M.G. Road,Anil Kumble Circle,23549,48.802396,1.1139555,76.829304,100,3,Clear,No
2022-03-29,Jayanagar,Jayanagar 4th Block,26843,27.815768,1.5,96.030089,100,2,Overcast,No
2022-03-29,Jayanagar,South End Circle,31422,35.695363,1.5,99.133494,100,0,Clear,No
2022-03-29,Hebbal,Hebbal Flyover,27671,63.338922,1.5,98.937266,100,3,Fog,No
2022-03-29,Yeshwanthpur,Tumkur Road,32740,45.615092,1.5,100,100,1,Overcast,No
2022-03-30,Indiranagar,100 Feet Road,25784,22.220501,1.5,78.34348,100,2,Rain,No
2022-03-30,Indiranagar,CMH Road,39834,40.248676,1.5,100,100,3,Rain,No
2022-03-30,Whitefield,Marathahalli Bridge,33720,40.085353,1.5,100,100,1,Overcast,No
2022-03-30,Koramangala,Sony World Junction,15569,38.239456,1.1620504,59.347077,78.092075,0,Fog,No
2022-03-30,Koramangala,Sarjapur Road,62089,29.74255,1.5,100,100,1,Overcast,No
2022-03-30,M.G. Road,Trinity Circle,12409,43.795026,1.220197,37.509206,62.381024,0,Clear,No
2022-03-30,M.G. Road,Anil Kumble Circle,53006,46.111924,1.5,100,100,2,Clear,No
2022-03-30,Jayanagar,Jayanagar 4th Block,32148,33.192777,1.5,100,100,1,Clear,No
2022-03-30,Jayanagar,South End Circle,29931,36.796954,1.5,90.117775,100,4,Overcast,No
2022-03-30,Hebbal,Hebbal Flyover,11146,44.351286,1.3583339,46.277857,59.525632,0,Overcast,No
2022-03-30,Hebbal,Ballari Road,26775,41.457379,1.5,95.988777,100,1,Clear,No
2022-03-30,Yeshwanthpur,Yeshwanthpur Circle,27609,20,1.5,92.05481,100,2,Clear,No
2022-03-30,Yeshwanthpur,Tumkur Road,17903,45.779373,1.2520742,65.751766,89.035083,0,Fog,No
2022-03-31,Indiranagar,100 Feet Road,21501,38.47098,1.2317623,77.633416,100,3,Overcast,No
2022-03-31,Indiranagar,CMH Road,34528,42.793005,1.5,100,100,2,Clear,No
2022-03-31,Koramangala,Sony World Junction,15198,49.603284,1.0136782,57.036658,72.992662,0,Overcast,No
2022-03-31,Koramangala,Sarjapur Road,41323,36.348014,1.5,100,100,1,Clear,Yes
2022-03-31,Electronic City,Hosur Road,15336,48.057533,1.2420012,48.962557,72.863241,1,Clear,No
2022-03-31,M.G. Road,Trinity Circle,39022,24.171595,1.5,100,100,0,Clear,No
2022-03-31,M.G. Road,Anil Kumble Circle,25840,28.883949,1.5,85.175204,100,1,Overcast,No
2022-03-31,Jayanagar,Jayanagar 4th Block,28347,38.196726,1.5,86.565639,100,2,Clear,Yes
2022-03-31,Jayanagar,South End Circle,28950,25.187541,1.5,100,100,2,Overcast,No
2022-03-31,Hebbal,Ballari Road,21445,57.377381,1.0711193,62.508124,100,0,Clear,No
2022-04-01,Indiranagar,100 Feet Road,13099,44.058252,1.339501,43.893724,67.561877,0,Clear,No
2022-04-01,Indiranagar,CMH Road,29150,32.865673,1.5,100,100,0,Overcast,No
2022-04-01,Whitefield,ITPL Main Road,18715,53.865088,1.2330404,55.249534,93.029054,0,Clear,No
2022-04-01,Koramangala,Sony World Junction,44415,31.946908,1.5,100,100,0,Rain,Yes
2022-04-01,Electronic City,Silk Board Junction,11638,37.853359,1.2679705,38.191131,57.027222,0,Clear,No
2022-04-01,M.G. Road,Trinity Circle,43657,20,1.5,100,100,2,Overcast,Yes
2022-04-01,M.G. Road,Anil Kumble Circle,40270,29.367023,1.5,100,100,0,Clear,No
2022-04-01,Jayanagar,Jayanagar 4th Block,23322,49.348863,1.1093318,80.546947,100,2,Clear,No
2022-04-01,Jayanagar,South End Circle,33435,51.588697,1.5,100,100,3,Rain,No
2022-04-01,Hebbal,Ballari Road,22548,20,1.1797463,75.02391,100,1,Fog,No
2022-04-02,Indiranagar,100 Feet Road,22349,45.464613,1.0470706,68.013824,100,0,Clear,No
2022-04-02,Indiranagar,CMH Road,22393,36.790868,1.1514825,81.005529,100,1,Clear,No
2022-04-02,Whitefield,ITPL Main Road,8077,53.892634,1.3431204,18.086356,40.650156,0,Overcast,No
2022-04-02,Koramangala,Sarjapur Road,14593,35.530172,1.3319672,56.496457,69.833344,1,Clear,Yes
2022-04-02,M.G. Road,Trinity Circle,50527,30.924107,1.5,100,100,2,Fog,No
2022-04-03,Indiranagar,100 Feet Road,21300,50.912148,1.031966,61.011084,100,0,Clear,No
2022-04-03,Koramangala,Sony World Junction,47597,45.686874,1.5,100,100,5,Windy,No
2022-04-03,Koramangala,Sarjapur Road,28791,37.192042,1.5,98.042038,100,1,Clear,No
2022-04-03,M.G. Road,Trinity Circle,12758,48.47518,1.221357,45.41243,60.476282,1,Overcast,Yes
2022-04-03,M.G. Road,Anil Kumble Circle,39643,30.588748,1.5,100,100,0,Rain,Yes
2022-04-03,Jayanagar,Jayanagar 4th Block,26387,42.197765,1.5,93.260471,100,2,Clear,No
2022-04-03,Jayanagar,South End Circle,7762,41.113216,1.2497602,29.460509,38.685276,0,Overcast,No
2022-04-03,Hebbal,Hebbal Flyover,40678,39.819678,1.5,100,100,2,Clear,No
2022-04-04,Indiranagar,100 Feet Road,51373,26.006327,1.5,100,100,2,Clear,No
2022-04-04,Indiranagar,CMH Road,21921,51.817832,1.2837563,81.770884,100,1,Clear,No
2022-04-04,Whitefield,Marathahalli Bridge,24153,32.716512,1.2388603,79.660908,100,2,Overcast,Yes
2022-04-04,Koramangala,Sony World Junction,29064,46.327022,1.5,92.756041,100,5,Fog,No
2022-04-04,Electronic City,Hosur Road,19524,32.147772,1.2890599,69.526087,100,1,Clear,No
2022-04-04,M.G. Road,Trinity Circle,13052,46.271739,1.1457473,52.278673,66.888031,2,Fog,No
2022-04-04,M.G. Road,Anil Kumble Circle,12359,22.742667,1.2436482,31.326457,66.692229,0,Clear,No
2022-04-04,Jayanagar,Jayanagar 4th Block,28358,32.33787,1.5,90.213545,100,2,Rain,No
2022-04-04,Jayanagar,South End Circle,28210,34.106641,1.5,86.071971,100,6,Clear,No
2022-04-04,Hebbal,Hebbal Flyover,30581,45.270703,1.5,100,100,1,Clear,No
2022-04-04,Hebbal,Ballari Road,18197,42.602467,1.0127367,63.792547,92.08749,1,Clear,No
2022-04-05,Indiranagar,100 Feet Road,25278,28.47129,1.5,87.977449,100,3,Windy,No
2022-04-05,Indiranagar,CMH Road,50491,43.233568,1.5,100,100,3,Clear,No
2022-04-05,Whitefield,Marathahalli Bridge,30987,51.18668,1.5,100,100,1,Clear,No
2022-04-05,Koramangala,Sony World Junction,43164,20.504765,1.5,100,100,1,Clear,Yes
2022-04-05,Koramangala,Sarjapur Road,16540,54.684988,1.0791071,61.520256,86.810851,1,Clear,No
2022-04-05,M.G. Road,Anil Kumble Circle,26658,54.682445,1.5,80.523874,100,4,Clear,No
2022-04-05,Jayanagar,Jayanagar 4th Block,8307,57.901806,1.2952867,25.724904,37.244079,1,Clear,No
2022-04-05,Hebbal,Ballari Road,26005,27.497113,1.5,91.703993,100,2,Clear,Yes
2022-04-05,Yeshwanthpur,Yeshwanthpur Circle,19403,54.276649,1.1536641,72.866209,100,2,Clear,No
2022-04-06,Indiranagar,100 Feet Road,33908,21.503563,1.5,100,100,5,Rain,No
2022-04-06,Indiranagar,CMH Road,24639,43.896352,1.3194452,81.300975,100,1,Clear,No
2022-04-06,Whitefield,ITPL Main Road,22745,42.128701,1.0213667,77.982619,100,4,Clear,No
2022-04-06,Koramangala,Sony World Junction,44289,33.658023,1.5,100,100,1,Overcast,No
2022-04-06,M.G. Road,Trinity Circle,41757,42.458565,1.5,100,100,1,Clear,Yes
2022-04-06,M.G. Road,Anil Kumble Circle,13041,47.289402,1.102613,44.744354,60.973671,3,Overcast,No
2022-04-06,Jayanagar,Jayanagar 4th Block,7011,45.304237,1.0721932,28.371681,32.099513,1,Clear,No
2022-04-06,Jayanagar,South End Circle,26369,29.851761,1.5,82.55226,100,1,Overcast,No
2022-04-06,Hebbal,Ballari Road,33865,29.064096,1.5,100,100,4,Clear,Yes
2022-04-06,Yeshwanthpur,Yeshwanthpur Circle,27717,31.41802,1.5,83.017993,100,1,Clear,No
2022-04-06,Yeshwanthpur,Tumkur Road,25677,34.512237,1.5,94.554891,100,1,Clear,No
2022-04-07,Indiranagar,100 Feet Road,38586,22.923955,1.5,100,100,2,Overcast,No
2022-04-07,Indiranagar,CMH Road,24897,35.282319,1.3480572,90.838524,100,3,Clear,No
2022-04-07,Whitefield,Marathahalli Bridge,26921,43.629397,1.5,97.836204,100,0,Clear,No
2022-04-07,Whitefield,ITPL Main Road,6939,28.897018,1.3959686,17.287717,35.142796,4,Fog,No
2022-04-07,Koramangala,Sony World Junction,54199,32.989612,1.5,100,100,3,Overcast,No
2022-04-07,Koramangala,Sarjapur Road,60884,23.490288,1.5,100,100,5,Clear,No
2022-04-07,Electronic City,Hosur Road,19506,28.776794,1.3858742,72.531133,100,1,Clear,No
2022-04-07,M.G. Road,Anil Kumble Circle,53914,36.560907,1.5,100,100,4,Clear,Yes
2022-04-07,Jayanagar,South End Circle,26000,23.849152,1.5,81.26517,100,5,Clear,No
2022-04-07,Hebbal,Ballari Road,46418,31.181114,1.5,100,100,0,Clear,No
2022-04-07,Yeshwanthpur,Yeshwanthpur Circle,27901,40.376701,1.5,85.083539,100,4,Clear,No
2022-04-07,Yeshwanthpur,Tumkur Road,25822,50.052387,1.5,83.836953,100,4,Clear,No
2022-04-08,Indiranagar,100 Feet Road,47572,43.698257,1.5,100,100,3,Windy,No
2022-04-08,Indiranagar,CMH Road,13297,51.460832,1.3114057,49.725566,63.747826,2,Clear,No
2022-04-08,Whitefield,ITPL Main Road,22893,54.45941,1.1299546,76.650967,100,2,Clear,No
2022-04-08,Koramangala,Sarjapur Road,52509,35.244797,1.5,100,100,2,Clear,No
2022-04-08,Electronic City,Hosur Road,22446,47.227161,1.0080998,79.205756,100,3,Clear,No
2022-04-08,M.G. Road,Trinity Circle,37545,29.472853,1.5,100,100,3,Clear,No
2022-04-08,Jayanagar,South End Circle,18563,43.181399,1.2010597,64.999408,91.969821,1,Clear,No
2022-04-08,Yeshwanthpur,Yeshwanthpur Circle,14020,30.999435,1.1718803,51.314086,67.524159,0,Clear,No
2022-04-09,Indiranagar,100 Feet Road,36592,36.137577,1.5,100,100,1,Fog,No
2022-04-09,Indiranagar,CMH Road,24079,41.905289,1.0495043,71.86416,100,0,Clear,No
2022-04-09,Whitefield,Marathahalli Bridge,15303,54.940028,1.0067333,48.815782,78.060223,0,Clear,Yes
2022-04-09,Whitefield,ITPL Main Road,21543,27.650243,1.3795761,63.27463,100,0,Clear,No
2022-04-09,Koramangala,Sony World Junction,28960,20,1.5,95.718081,100,0,Overcast,No
2022-04-09,Koramangala,Sarjapur Road,31886,34.911291,1.5,100,100,3,Clear,No
2022-04-09,M.G. Road,Trinity Circle,23594,66.175194,1.2387841,74.464261,100,2,Clear,No
2022-04-09,M.G. Road,Anil Kumble Circle,39791,37.410761,1.5,100,100,1,Rain,Yes
2022-04-09,Jayanagar,South End Circle,23155,44.282937,1.2917776,71.93465,100,2,Clear,No
2022-04-09,Hebbal,Ballari Road,34628,22.690215,1.5,100,100,2,Clear,No
2022-04-09,Yeshwanthpur,Yeshwanthpur Circle,32313,25.022422,1.5,100,100,1,Clear,No
2022-04-10,Indiranagar,100 Feet Road,38415,34.635527,1.5,100,100,2,Clear,No
2022-04-10,Indiranagar,CMH Road,33311,30.144099,1.5,100,100,3,Clear,No
2022-04-10,Whitefield,Marathahalli Bridge,20795,41.37338,1.3854749,78.252462,100,4,Clear,No
2022-04-10,Koramangala,Sony World Junction,29070,37.880905,1.5,100,100,1,Clear,No
2022-04-10,Koramangala,Sarjapur Road,29749,30.779941,1.5,96.761524,100,3,Fog,No
2022-04-10,Electronic City,Silk Board Junction,18332,30.735361,1.1384741,61.624526,88.981286,0,Windy,No
2022-04-10,M.G. Road,Anil Kumble Circle,62718,28.954861,1.5,100,100,2,Overcast,Yes
2022-04-10,Jayanagar,Jayanagar 4th Block,30673,44.410666,1.5,100,100,4,Overcast,No
2022-04-10,Jayanagar,South End Circle,8400,49.307399,1.3476188,30.866486,39.294187,0,Clear,No
2022-04-11,Indiranagar,100 Feet Road,12675,43.353709,1.2505204,33.929114,67.224936,0,Fog,No
2022-04-11,Indiranagar,CMH Road,25308,46.289567,1.5,88.024166,100,1,Clear,No
2022-04-11,Koramangala,Sony World Junction,44756,20,1.5,100,100,2,Fog,No
2022-04-11,Electronic City,Hosur Road,6166,59.606803,1.2312563,11.605071,28.383138,1,Clear,No
2022-04-11,M.G. Road,Anil Kumble Circle,37330,40.172102,1.5,100,100,1,Clear,Yes
2022-04-11,Jayanagar,South End Circle,25241,41.25476,1.5,84.684132,100,6,Clear,No
2022-04-11,Hebbal,Hebbal Flyover,37875,33.312281,1.5,100,100,3,Clear,Yes
2022-04-12,Indiranagar,100 Feet Road,37837,34.17113,1.5,100,100,4,Clear,No
2022-04-12,Indiranagar,CMH Road,22341,45.216654,1.2349419,65.096749,100,0,Clear,No
2022-04-12,Whitefield,ITPL Main Road,34190,42.255902,1.5,100,100,3,Clear,No
2022-04-12,Koramangala,Sony World Junction,32282,39.859183,1.5,100,100,3,Clear,No
2022-04-12,Koramangala,Sarjapur Road,62260,50.142476,1.5,100,100,3,Rain,Yes
2022-04-12,M.G. Road,Anil Kumble Circle,21894,37.750807,1.2728906,82.308696,100,0,Clear,No
2022-04-12,Jayanagar,Jayanagar 4th Block,38046,45.21495,1.5,100,100,3,Clear,Yes
2022-04-12,Jayanagar,South End Circle,24520,36.330265,1.3502305,82.036087,100,0,Overcast,Yes
2022-04-12,Hebbal,Hebbal Flyover,40924,28.293238,1.5,100,100,1,Fog,No
2022-04-13,Indiranagar,100 Feet Road,30410,32.588475,1.5,100,100,2,Clear,No
2022-04-13,Indiranagar,CMH Road,25166,31.72863,1.5,93.22909,100,2,Clear,No
2022-04-13,Koramangala,Sony World Junction,59274,45.777374,1.5,100,100,4,Fog,No
2022-04-13,Koramangala,Sarjapur Road,47542,30.618485,1.5,100,100,2,Clear,No
2022-04-13,M.G. Road,Trinity Circle,25109,37.34638,1.5,85.163141,100,2,Overcast,No
2022-04-13,M.G. Road,Anil Kumble Circle,27408,38.098599,1.5,82.018372,100,5,Clear,No
2022-04-13,Hebbal,Hebbal Flyover,34320,38.524229,1.5,100,100,2,Clear,Yes
2022-04-14,Indiranagar,100 Feet Road,12829,54.267085,1.365041,47.373974,67.431949,1,Clear,No
2022-04-14,Indiranagar,CMH Road,21442,46.060827,1.320164,71.160696,100,1,Clear,No
2022-04-14,Koramangala,Sony World Junction,63860,45.673798,1.5,100,100,4,Clear,No
2022-04-14,Koramangala,Sarjapur Road,46282,20,1.5,100,100,6,Fog,No
2022-04-14,Jayanagar,South End Circle,16637,38.409403,1.1636757,65.292394,78.193537,0,Clear,No
2022-04-14,Hebbal,Ballari Road,35016,39.97218,1.5,100,100,0,Fog,No
2022-04-14,Yeshwanthpur,Tumkur Road,18094,41.886308,1.3448203,62.5935,89.01725,0,Clear,No
2022-04-15,Indiranagar,100 Feet Road,13816,58.476781,1.2914837,51.277564,71.787727,1,Clear,No
2022-04-15,Indiranagar,CMH Road,37085,22.776372,1.5,100,100,2,Fog,No
2022-04-15,Whitefield,ITPL Main Road,12193,50.40424,1.1696949,40.491787,64.528533,0,Clear,No
2022-04-15,Koramangala,Sony World Junction,32569,30.261171,1.5,100,100,2,Clear,No
2022-04-15,M.G. Road,Trinity Circle,36876,35.765799,1.5,100,100,0,Clear,No
2022-04-15,M.G. Road,Anil Kumble Circle,38967,52.855867,1.5,100,100,2,Clear,No
2022-04-15,Jayanagar,Jayanagar 4th Block,23573,48.816371,1.3620535,72.58954,100,0,Fog,No
2022-04-15,Jayanagar,South End Circle,32399,29.506499,1.5,100,100,3,Rain,No
2022-04-15,Hebbal,Hebbal Flyover,42194,29.255975,1.5,100,100,3,Clear,No
2022-04-15,Yeshwanthpur,Yeshwanthpur Circle,18658,52.135975,1.2003987,59.197372,96.009062,1,Windy,No
2022-04-16,Indiranagar,100 Feet Road,52085,43.223423,1.5,100,100,3,Clear,Yes
2022-04-16,Whitefield,ITPL Main Road,26034,37.062764,1.5,80.353859,100,2,Windy,No
2022-04-16,Koramangala,Sony World Junction,12475,40.046968,1.2424709,40.36029,66.715768,0,Clear,No
2022-04-16,Koramangala,Sarjapur Road,42231,35.939065,1.5,100,100,2,Clear,No
2022-04-16,Electronic City,Silk Board Junction,29015,29.019367,1.5,93.229597,100,1,Clear,No
2022-04-16,M.G. Road,Trinity Circle,25195,42.451869,1.5,83.064856,100,3,Rain,No
2022-04-16,Jayanagar,Jayanagar 4th Block,21171,54.559381,1.2022167,74.454638,100,1,Overcast,No
2022-04-16,Jayanagar,South End Circle,30459,31.933118,1.5,95.233519,100,5,Overcast,No
2022-04-16,Hebbal,Hebbal Flyover,30973,49.595382,1.5,100,100,4,Clear,No
2022-04-17,Indiranagar,100 Feet Road,12674,60.163475,1.2645907,50.222889,66.209608,3,Clear,No
2022-04-17,Indiranagar,CMH Road,24603,39.875066,1.1284079,77.316481,100,2,Fog,No
2022-04-17,Whitefield,Marathahalli Bridge,29229,46.089802,1.5,100,100,1,Clear,No
2022-04-17,Koramangala,Sony World Junction,41675,20,1.5,100,100,0,Clear,No
2022-04-17,M.G. Road,Trinity Circle,33000,20,1.5,100,100,2,Clear,No
2022-04-17,M.G. Road,Anil Kumble Circle,28416,37.447846,1.5,88.570377,100,0,Windy,No
2022-04-17,Jayanagar,South End Circle,31402,64.622139,1.5,100,100,2,Clear,No
2022-04-17,Yeshwanthpur,Yeshwanthpur Circle,22355,52.87358,1.3096013,70.155833,100,2,Fog,No
2022-04-17,Yeshwanthpur,Tumkur Road,22207,44.295397,1.2942962,64.333332,100,0,Clear,No
2022-04-18,Indiranagar,100 Feet Road,25666,37.265921,1.5,81.694982,100,3,Clear,No
2022-04-18,Indiranagar,CMH Road,34433,54.192813,1.5,100,100,1,Clear,No
2022-04-18,Whitefield,Marathahalli Bridge,21101,42.865689,1.1321148,74.834077,100,0,Clear,No
2022-04-18,Whitefield,ITPL Main Road,27673,31.16522,1.5,96.410793,100,1,Clear,No
2022-04-18,Koramangala,Sony World Junction,28792,31.651493,1.5,98.604072,100,2,Fog,No
2022-04-18,Electronic City,Hosur Road,11895,50.799722,1.0833191,43.789939,57.319203,0,Clear,No
2022-04-18,M.G. Road,Anil Kumble Circle,54979,23.830197,1.5,100,100,2,Clear,No
2022-04-18,Jayanagar,Jayanagar 4th Block,10402,41.556367,1.2861129,41.889231,47.105827,1,Overcast,No
2022-04-18,Hebbal,Ballari Road,10008,45.781951,1.280191,31.494848,50.517157,1,Clear,No
2022-04-18,Yeshwanthpur,Tumkur Road,30174,51.018988,1.5,95.329534,100,2,Clear,No
2022-04-19,Indiranagar,100 Feet Road,40077,24.800313,1.5,100,100,1,Clear,No
2022-04-19,Indiranagar,CMH Road,35509,41.709576,1.5,100,100,1,Clear,No
2022-04-19,Whitefield,Marathahalli Bridge,39760,42.422885,1.5,100,100,1,Clear,No
2022-04-19,Koramangala,Sony World Junction,41115,49.588854,1.5,100,100,1,Clear,Yes
2022-04-19,Koramangala,Sarjapur Road,56855,46.350466,1.5,100,100,2,Clear,No
2022-04-19,Electronic City,Hosur Road,5435,46.829734,1.293532,18.89847,24.16083,0,Fog,No
2022-04-19,M.G. Road,Trinity Circle,40375,42.72336,1.5,100,100,1,Rain,No
2022-04-19,M.G. Road,Anil Kumble Circle,44413,32.661204,1.5,100,100,3,Overcast,No
2022-04-19,Jayanagar,South End Circle,7254,43.177582,1.2860917,33.322131,38.179742,1,Fog,No
2022-04-20,Indiranagar,100 Feet Road,39051,36.255585,1.5,100,100,3,Fog,No
2022-04-20,Indiranagar,CMH Road,40631,20,1.5,100,100,5,Clear,No
2022-04-20,Whitefield,Marathahalli Bridge,25780,37.618572,1.5,92.442072,100,1,Clear,No
2022-04-20,Koramangala,Sony World Junction,60573,27.432196,1.5,100,100,2,Clear,No
2022-04-20,Koramangala,Sarjapur Road,15809,43.515706,1.289677,59.008985,82.76414,2,Clear,No
2022-04-20,M.G. Road,Trinity Circle,50843,39.065403,1.5,100,100,2,Rain,No
2022-04-20,Jayanagar,Jayanagar 4th Block,16632,26.744879,1.2855566,45.702443,81.317854,1,Windy,No
2022-04-20,Jayanagar,South End Circle,18954,47.175135,1.0714881,54.82693,98.58531,1,Clear,No
2022-04-20,Hebbal,Hebbal Flyover,22900,33.778494,1.0901608,71.139789,100,4,Clear,No
2022-04-21,Indiranagar,100 Feet Road,24205,38.734998,1.2754398,77.206328,100,0,Overcast,No
2022-04-21,Indiranagar,CMH Road,38097,41.7298,1.5,100,100,3,Clear,No
2022-04-21,Whitefield,Marathahalli Bridge,8970,32.267445,1.039406,31.113137,41.048859,0,Clear,No
2022-04-21,Whitefield,ITPL Main Road,21647,28.369445,1.1206414,63.761153,100,0,Clear,No
2022-04-21,Koramangala,Sony World Junction,48373,47.129839,1.5,100,100,0,Overcast,No
2022-04-21,Koramangala,Sarjapur Road,59327,36.499951,1.5,100,100,3,Clear,No
2022-04-21,M.G. Road,Trinity Circle,38516,52.634856,1.5,100,100,2,Rain,No
2022-04-21,M.G. Road,Anil Kumble Circle,27658,20,1.5,85.629657,100,3,Clear,No
2022-04-21,Jayanagar,South End Circle,36121,50.80727,1.5,100,100,3,Clear,No
2022-04-21,Hebbal,Hebbal Flyover,18418,42.17688,1.1291351,54.772215,96.506948,0,Overcast,No
2022-04-22,Indiranagar,100 Feet Road,36123,40.549672,1.5,100,100,1,Clear,No
2022-04-22,Indiranagar,CMH Road,26105,30.273156,1.5,77.207901,100,3,Clear,No
2022-04-22,Electronic City,Hosur Road,20728,46.405089,1.2389596,72.824952,100,2,Fog,No
2022-04-22,Electronic City,Silk Board Junction,10047,67.057864,1.3111944,31.999167,46.77363,1,Clear,No
2022-04-22,M.G. Road,Trinity Circle,37328,28.612767,1.5,100,100,1,Clear,No
2022-04-22,M.G. Road,Anil Kumble Circle,28444,35.621792,1.5,93.538676,100,3,Clear,No
2022-04-22,Jayanagar,Jayanagar 4th Block,30044,33.772205,1.5,93.104889,100,4,Clear,No
2022-04-22,Yeshwanthpur,Yeshwanthpur Circle,15407,67.446823,1.3603128,59.487279,80.254174,0,Clear,No
2022-04-23,Indiranagar,100 Feet Road,45339,29.164395,1.5,100,100,0,Clear,No
2022-04-23,Indiranagar,CMH Road,43255,34.688396,1.5,100,100,3,Windy,No
2022-04-23,Electronic City,Silk Board Junction,13655,53.023328,1.2609026,45.657537,64.774711,0,Clear,No
2022-04-23,M.G. Road,Trinity Circle,24676,48.432977,1.3316275,87.473479,100,3,Overcast,Yes
2022-04-23,M.G. Road,Anil Kumble Circle,36221,22.681413,1.5,100,100,2,Clear,No
2022-04-23,Jayanagar,Jayanagar 4th Block,26613,59.872008,1.5,96.969708,100,1,Windy,No
2022-04-23,Hebbal,Hebbal Flyover,26997,45.430705,1.5,91.006327,100,5,Clear,No
2022-04-23,Hebbal,Ballari Road,21085,57.587612,1.3356691,75.466583,100,3,Clear,No
2022-04-24,Indiranagar,100 Feet Road,37670,26.869771,1.5,100,100,0,Clear,No
2022-04-24,Indiranagar,CMH Road,28992,26.846889,1.5,100,100,2,Clear,No
2022-04-24,Whitefield,ITPL Main Road,33202,53.063572,1.5,100,100,5,Overcast,No
2022-04-24,Koramangala,Sony World Junction,64007,35.001605,1.5,100,100,3,Clear,No
2022-04-24,Electronic City,Hosur Road,15811,40.915801,1.3087273,47.05167,76.291752,0,Clear,No
2022-04-24,M.G. Road,Trinity Circle,27650,39.819016,1.5,94.063274,100,2,Clear,No
2022-04-24,M.G. Road,Anil Kumble Circle,39944,43.058978,1.5,100,100,6,Clear,No
2022-04-24,Jayanagar,Jayanagar 4th Block,37747,36.142326,1.5,100,100,1,Overcast,No
